|Name|Creature family|Source|Rarity|Size|Alignment|Trait|Level|Hp|Ac|Fortitude|Reflex|Will|Perception|Sense|Speed|
|[Demilich](https://2e.aonprd.com/Monsters.aspx?ID=283)|[Lich](https://2e.aonprd.com/MonsterFamilies.aspx?ID=68)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 222|Rare|Tiny|NE|[Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Undead](https://2e.aonprd.com/Traits.aspx?ID=160)|15|220 ( negative healing )|38|+23|+27|+23|+19|darkvision, [_true seeing_](https://2e.aonprd.com/Spells.aspx?ID=344)|fly 30 feet|
|[Demonic Rabble](https://2e.aonprd.com/Monsters.aspx?ID=2525)|[Demon Throng](https://2e.aonprd.com/MonsterFamilies.aspx?ID=337)|[Pathfinder #191: The Destiny War](https://2e.aonprd.com/Sources.aspx?ID=199) pg. 82|Rare|Gargantuan|CE|[Demon](https://2e.aonprd.com/Traits.aspx?ID=42), [Fiend](https://2e.aonprd.com/Traits.aspx?ID=70), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Troop](https://2e.aonprd.com/Traits.aspx?ID=367)|13|260 (16 squares)|33|+25|+21|+21|+23|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet|
|[Demonologist](https://2e.aonprd.com/NPCs.aspx?ID=931)|[Mystics](https://2e.aonprd.com/MonsterFamilies.aspx?ID=191)|[Gamemastery Guide](https://2e.aonprd.com/Sources.aspx?ID=22) pg. 231|Common|Medium|CE|[Human](https://2e.aonprd.com/Traits.aspx?ID=90), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|7|100|22|+13|+12|+15|+15||25 feet|
|[Denizen of Leng](https://2e.aonprd.com/Monsters.aspx?ID=604)||[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 70<br><br>2.0|Uncommon|Medium|CE|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1), [Dream](https://2e.aonprd.com/Traits.aspx?ID=299), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|8|100 (planar fast healing 5)|27|+16|+19|+17|+17|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|30 feet|
|[Derghodaemon](https://2e.aonprd.com/Monsters.aspx?ID=594)|[Daemon](https://2e.aonprd.com/MonsterFamilies.aspx?ID=26)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 59<br><br>2.0|Common|Large|NE|[Daemon](https://2e.aonprd.com/Traits.aspx?ID=213), [Fiend](https://2e.aonprd.com/Traits.aspx?ID=70)|12|240|33|+21|+24|+22|+24|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent (imprecise) 60 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33)|35 feet|
|[Derhii](https://2e.aonprd.com/Monsters.aspx?ID=2527)||[Pathfinder #191: The Destiny War](https://2e.aonprd.com/Sources.aspx?ID=199) pg. 84|Uncommon|Large|N|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|5|80|21|+13|+11|+11|+12|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33) (imprecise) 30 feet|25 feet, climb 25 feet, fly 35 feet|
|[Dero Magister](https://2e.aonprd.com/Monsters.aspx?ID=107)|[Dero](https://2e.aonprd.com/MonsterFamilies.aspx?ID=29)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 85|Uncommon|Small|CE|[Dero](https://2e.aonprd.com/Traits.aspx?ID=214), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|5|65|22|+10|+13|+10|+8|darkvision|20 feet|
|[Dero Stalker](https://2e.aonprd.com/Monsters.aspx?ID=105)|[Dero](https://2e.aonprd.com/MonsterFamilies.aspx?ID=29)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 84|Common|Small|CE|[Dero](https://2e.aonprd.com/Traits.aspx?ID=214), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|2|30|19|+7|+10|+3|+5|darkvision|20 feet|
|[Dero Strangler](https://2e.aonprd.com/Monsters.aspx?ID=106)|[Dero](https://2e.aonprd.com/MonsterFamilies.aspx?ID=29)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 84|Common|Small|CE|[Dero](https://2e.aonprd.com/Traits.aspx?ID=214), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|3|45|19|+10|+8|+6|+6|darkvision|20 feet|
|[Desa-Desa](https://2e.aonprd.com/Monsters.aspx?ID=2444)||[Pathfinder #187: The Seventh Arch](https://2e.aonprd.com/Sources.aspx?ID=192) pg. 85|Uncommon|Small|N|[Animal](https://2e.aonprd.com/Traits.aspx?ID=9), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|2|34|18|+5|+11|+8|+10|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23)|40 feet, climb 20 feet|
|[Desecrated Guardian](https://2e.aonprd.com/Monsters.aspx?ID=1412)||[Pathfinder #168: King of the Mountain](https://2e.aonprd.com/Sources.aspx?ID=87) pg. 80|Rare|Gargantuan|NE|[Construct](https://2e.aonprd.com/Traits.aspx?ID=35), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|18|360|42|+36|+31|+25|+30|[lifesense](https://2e.aonprd.com/MonsterAbilities.aspx?ID=21) 60 feet|40 feet, climb 40 feet|
|[Desert Drake](https://2e.aonprd.com/Monsters.aspx?ID=164)|[Drake](https://2e.aonprd.com/MonsterFamilies.aspx?ID=36)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 135|Common|Large|NE|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Earth](https://2e.aonprd.com/Traits.aspx?ID=55)|8|135|27|+17|+15|+13|+15|darkvision, scent (imprecise) 30 feet|20 feet; burrow 20 feet (sand only), fly 50 feet|
|[Desert Giant](https://2e.aonprd.com/Monsters.aspx?ID=1167)|[Giant](https://2e.aonprd.com/MonsterFamilies.aspx?ID=53)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 109|Common|Large|LN|[Giant](https://2e.aonprd.com/Traits.aspx?ID=79), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|9|185|27|+18|+21|+15|+19||40 feet|
|[Despairing Pall](https://2e.aonprd.com/Monsters.aspx?ID=2617)|[Elemental, Air](https://2e.aonprd.com/MonsterFamilies.aspx?ID=41)|[Rage of Elements](https://2e.aonprd.com/Sources.aspx?ID=205) pg. 82|Common|Small||[Air](https://2e.aonprd.com/Traits.aspx?ID=5), [Elemental](https://2e.aonprd.com/Traits.aspx?ID=57)|1|15|17|+4|+10|+7|+5|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|fly 50 feet|
|[Despot](https://2e.aonprd.com/NPCs.aspx?ID=962)|[Villains](https://2e.aonprd.com/MonsterFamilies.aspx?ID=198)|[Gamemastery Guide](https://2e.aonprd.com/Sources.aspx?ID=22) pg. 248|Common|Medium|LE|[Human](https://2e.aonprd.com/Traits.aspx?ID=90), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|5|56|19|+9|+9|+13|+11||25 feet|
|[Destrachan](https://2e.aonprd.com/Monsters.aspx?ID=605)||[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 71<br><br>2.0|Common|Large|CE|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1)|8|135|27|+16|+13|+18|+20|echolocation 120 feet, no vision|25 feet|
|[Devourer](https://2e.aonprd.com/Monsters.aspx?ID=612)||[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 78<br><br>2.0<br><br> , [Pathfinder #148: Fires of the Haunted City](https://2e.aonprd.com/Sources.aspx?ID=13) pg. 79|Uncommon|Large|NE|[Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159), [Undead](https://2e.aonprd.com/Traits.aspx?ID=160)|11|175 ( negative healing )|31|+20|+18|+24|+22|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|30 feet, fly 30 feet|
|[Dewdrop Jelly](https://2e.aonprd.com/Monsters.aspx?ID=2659)|[Elemental, Water](https://2e.aonprd.com/MonsterFamilies.aspx?ID=45)|[Rage of Elements](https://2e.aonprd.com/Sources.aspx?ID=205) pg. 180|Common|Small||[Aquatic](https://2e.aonprd.com/Traits.aspx?ID=168), [Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Water](https://2e.aonprd.com/Traits.aspx?ID=165)|1|20|16|+7|+10|+4|+7|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|fly 20 feet, swim 50 feet|
|[Dezullon](https://2e.aonprd.com/Monsters.aspx?ID=115)||[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 94|Common|Medium|N|[Plant](https://2e.aonprd.com/Traits.aspx?ID=125)|10|130|30|+17|+21|+16|+18|low-light vision|25 feet; climb 30 feet|
|[Dhampir Wizard](https://2e.aonprd.com/Monsters.aspx?ID=116)|[Dhampir](https://2e.aonprd.com/MonsterFamilies.aspx?ID=31)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 95|Common|Medium|NE|[Dhampir](https://2e.aonprd.com/Traits.aspx?ID=215), [Human](https://2e.aonprd.com/Traits.aspx?ID=90), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|2|22 ( negative healing )|17|+4|+7|+6|+4|darkvision|25 feet|
|[Dig-Widget](https://2e.aonprd.com/Monsters.aspx?ID=771)||[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 79<br><br>2.0|Common|Small|N|[Construct](https://2e.aonprd.com/Traits.aspx?ID=35), [Mindless](https://2e.aonprd.com/Traits.aspx?ID=108)|5|65|23|+10|+14|+7|+9|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [tremorsense (imprecise) 30 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=40)|30 feet, burrow 15 feet|
|[Dire Wolf](https://2e.aonprd.com/Monsters.aspx?ID=416)|[Wolf](https://2e.aonprd.com/MonsterFamilies.aspx?ID=101)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 334|Common|Large|N|[Animal](https://2e.aonprd.com/Traits.aspx?ID=9)|3|50|18|+11|+8|+8|+10|low-light vision, scent (imprecise) 30 feet|35 feet|
|[Dirge Piper](https://2e.aonprd.com/Monsters.aspx?ID=2036)|[Zombie](https://2e.aonprd.com/MonsterFamilies.aspx?ID=103)|[Pathfinder #181: Zombie Feast](https://2e.aonprd.com/Sources.aspx?ID=139) pg. 89|Rare|Medium|NE|[Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Undead](https://2e.aonprd.com/Traits.aspx?ID=160), [Zombie](https://2e.aonprd.com/Traits.aspx?ID=245)|3|95 ( negative healing )|16|+11|+4|+7|+8|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet|
|[Divine Warden Of Nethys](https://2e.aonprd.com/Monsters.aspx?ID=1121)|[Divine Warden](https://2e.aonprd.com/MonsterFamilies.aspx?ID=279)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 73|Uncommon|Large|N|[Construct](https://2e.aonprd.com/Traits.aspx?ID=35), [Mindless](https://2e.aonprd.com/Traits.aspx?ID=108), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|5|60|22|+15|+9|+11|+11|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|30 feet|
|[Djinni](https://2e.aonprd.com/Monsters.aspx?ID=212)|[Genie](https://2e.aonprd.com/MonsterFamilies.aspx?ID=50)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 163|Uncommon|Large|CG|[Air](https://2e.aonprd.com/Traits.aspx?ID=5), [Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Genie](https://2e.aonprd.com/Traits.aspx?ID=216), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|5|71|22|+9|+14|+11|+13|darkvision, [_detect magic_](https://2e.aonprd.com/Spells.aspx?ID=66)|25 feet, fly 40 feet|
|[Doblagub](https://2e.aonprd.com/Monsters.aspx?ID=529)|[Brughadatch](https://2e.aonprd.com/MonsterFamilies.aspx?ID=123)|[Pathfinder #154: Siege of the Dinosaurs](https://2e.aonprd.com/Sources.aspx?ID=31) pg. 79|Common|Large|CE|[Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Fey](https://2e.aonprd.com/Traits.aspx?ID=69)|13|250|35|+23|+18|+26|+26|darkvision, [_true seeing_](https://2e.aonprd.com/Spells.aspx?ID=344)|10 feet, swim 10 feet|
|[Dockhand](https://2e.aonprd.com/NPCs.aspx?ID=913)|[Laborers](https://2e.aonprd.com/MonsterFamilies.aspx?ID=188)|[Gamemastery Guide](https://2e.aonprd.com/Sources.aspx?ID=22) pg. 222|Common|Medium|N|[Human](https://2e.aonprd.com/Traits.aspx?ID=90), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|0|20|14|+7|+5|+3|+3||25 feet|
|[Domovoi](https://2e.aonprd.com/Monsters.aspx?ID=1194)|[House Spirit](https://2e.aonprd.com/MonsterFamilies.aspx?ID=242)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 136|Common|Tiny|CG|[Fey](https://2e.aonprd.com/Traits.aspx?ID=69)|2|35|17|+5|+9|+11|+11|[tremorsense](https://2e.aonprd.com/MonsterAbilities.aspx?ID=40) (imprecise) within their entire bound home|20 feet|
|[Doorwarden](https://2e.aonprd.com/Monsters.aspx?ID=433)||[Pathfinder #145: Hellknight Hill](https://2e.aonprd.com/Sources.aspx?ID=4) pg. 86|Uncommon|Large|LN|[Construct](https://2e.aonprd.com/Traits.aspx?ID=35), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|5|60|22|+12|+7|+10|+13|low-light vision; _[see invisibility_](https://2e.aonprd.com/Spells.aspx?ID=271)|20 feet|
|[Doppelganger](https://2e.aonprd.com/Monsters.aspx?ID=126)||[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 103|Uncommon|Medium|N|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|3|50|18|+5|+10|+11|+7|darkvision|25 feet|
|[Doprillu](https://2e.aonprd.com/Monsters.aspx?ID=620)||[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 85<br><br>2.0|Common|Medium|NE|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1)|14|260|36|+27|+28|+24|+22|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [_see invisibility_](https://2e.aonprd.com/Spells.aspx?ID=271)|40 feet, climb 40 feet|
|[Doru](https://2e.aonprd.com/Monsters.aspx?ID=1117)|[Div](https://2e.aonprd.com/MonsterFamilies.aspx?ID=225)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 68|Common|Tiny|LE|[Div](https://2e.aonprd.com/Traits.aspx?ID=351), [Fiend](https://2e.aonprd.com/Traits.aspx?ID=70)|1|20|16|+4|+9|+7|+7|[greater darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|15 feet, fly 30 feet|
|[Dracolisk](https://2e.aonprd.com/Monsters.aspx?ID=565)|[Basilisk](https://2e.aonprd.com/MonsterFamilies.aspx?ID=124)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 35<br><br>2.0|Uncommon|Large|N|[Beast](https://2e.aonprd.com/Traits.aspx?ID=20), [Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|9|155|28|+20|+17|+18|+18|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [tremorsense (imprecise) 30 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=40)|20 feet, fly 40 feet|
|[Draconal](https://2e.aonprd.com/Monsters.aspx?ID=1058)|[Agathion](https://2e.aonprd.com/MonsterFamilies.aspx?ID=216)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 12|Common|Large|NG|[Agathion](https://2e.aonprd.com/Traits.aspx?ID=349), [Celestial](https://2e.aonprd.com/Traits.aspx?ID=23)|20|370|45|+34|+31|+38|+36|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [_true seeing_](https://2e.aonprd.com/Spells.aspx?ID=344)|30 feet, fly 90 feet|
|[Dragon Turtle](https://2e.aonprd.com/Monsters.aspx?ID=157)||[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 128|Common|Huge|N|[Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Dragon](https://2e.aonprd.com/Traits.aspx?ID=50)|9|140|29|+19|+15|+16|+18|darkvision|20 feet, swim 30 feet|
|[Dragon's Blood Puffball](https://2e.aonprd.com/Monsters.aspx?ID=1380)|[Deadly Puffball](https://2e.aonprd.com/MonsterFamilies.aspx?ID=282)|[Pathfinder #165: Eyes of Empty Death](https://2e.aonprd.com/Sources.aspx?ID=81) pg. 79|Uncommon|Large|N|[Fungus](https://2e.aonprd.com/Traits.aspx?ID=77), [Mindless](https://2e.aonprd.com/Traits.aspx?ID=108), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|8|170|24|+20|+15|+12|+12|motion sense 60 feet, no vision|10 feet|
|[Dragonscarred Dead](https://2e.aonprd.com/Monsters.aspx?ID=472)||[Pathfinder #148: Fires of the Haunted City](https://2e.aonprd.com/Sources.aspx?ID=13) pg. 82|Uncommon|Medium|NE|[Fire](https://2e.aonprd.com/Traits.aspx?ID=72), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159), [Undead](https://2e.aonprd.com/Traits.aspx?ID=160)|13|210|33|+25|+20|+22|+24|darkvision, guardian sense|25 feet|
|[Dragonstorm Fire Giant](https://2e.aonprd.com/Monsters.aspx?ID=1587)||[Pathfinder #150: Broken Promises](https://2e.aonprd.com/Sources.aspx?ID=15) pg. 12|Rare|Huge|NE|[Giant](https://2e.aonprd.com/Traits.aspx?ID=79), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|18|400|42|+33|+27|+30|+30|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23)|35 feet|
|[Drainberry Bush](https://2e.aonprd.com/Monsters.aspx?ID=639)||[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 99<br><br>2.0|Uncommon|Large|N|[Plant](https://2e.aonprd.com/Traits.aspx?ID=125), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|7|135|23|+17|+13|+13|+16|[lifesense 120 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=21)|25 feet, climb 20 feet|
|[Drakauthix](https://2e.aonprd.com/Monsters.aspx?ID=158)||[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 129|Common|Huge|N|[Fungus](https://2e.aonprd.com/Traits.aspx?ID=77)|9|190|25|+21|+13|+15|+17|darkvision, sporesight (imprecise) 60 feet|fly 20 feet|
|[Drake Courser](https://2e.aonprd.com/Monsters.aspx?ID=1479)||[Pathfinder #167: Ready? Fight!](https://2e.aonprd.com/Sources.aspx?ID=86) pg. 13|Uncommon|Large|CN|[Cold](https://2e.aonprd.com/Traits.aspx?ID=27), [Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|12|230|32|+23|+25|+18|+22|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33) (imprecise) 30 feet, snow vision|35 feet, fly 65 feet, swim 35 feet, ice climb 35 feet|
|[Drake Skeleton](https://2e.aonprd.com/Monsters.aspx?ID=1903)|[Skeleton](https://2e.aonprd.com/MonsterFamilies.aspx?ID=92)|[Book of the Dead](https://2e.aonprd.com/Sources.aspx?ID=118) pg. 148|Common|Large|NE|[Mindless](https://2e.aonprd.com/Traits.aspx?ID=108), [Skeleton](https://2e.aonprd.com/Traits.aspx?ID=236), [Undead](https://2e.aonprd.com/Traits.aspx?ID=160)|8|130 ( negative healing )|26|+16|+14|+12|+14|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|20 feet, fly 40 feet|
|[Dramofir](https://2e.aonprd.com/Monsters.aspx?ID=1138)||[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 86|Uncommon|Large|N|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1), [Dream](https://2e.aonprd.com/Traits.aspx?ID=299), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|14|290|35|+22|+26|+30|+28|[greater darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet, fly 25 feet|
|[Draugr](https://2e.aonprd.com/Monsters.aspx?ID=642)||[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 102<br><br>2.0|Common|Medium|CE|[Undead](https://2e.aonprd.com/Traits.aspx?ID=160), [Water](https://2e.aonprd.com/Traits.aspx?ID=165)|2|35 ( negative healing )|17|+11|+6|+7|+7|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet, swim 25 feet|
|[Draxie](https://2e.aonprd.com/Monsters.aspx?ID=1323)|[Sprite](https://2e.aonprd.com/MonsterFamilies.aspx?ID=95)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 255|Common|Tiny|CG|[Fey](https://2e.aonprd.com/Traits.aspx?ID=69), [Sprite](https://2e.aonprd.com/Traits.aspx?ID=238)|3|45|19|+6|+11|+8|+8|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23)|15 feet, fly 40 feet|
|[Dread Dhuthorex](https://2e.aonprd.com/Monsters.aspx?ID=1383)|[Dhuthorex](https://2e.aonprd.com/MonsterFamilies.aspx?ID=283)|[Pathfinder #165: Eyes of Empty Death](https://2e.aonprd.com/Sources.aspx?ID=81) pg. 80|Uncommon|Large|CN|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1), [Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|11|195|31|+24|+18|+21|+22|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [wavesense (imprecise) 60 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=41)|20 feet; swim 40 feet|
|[Dread Roc](https://2e.aonprd.com/Monsters.aspx?ID=1457)||[Pathfinder #166: Despair on Danger Island](https://2e.aonprd.com/Sources.aspx?ID=85) pg. 30|Rare|Gargantuan|N|[Animal](https://2e.aonprd.com/Traits.aspx?ID=9), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|15|290|36|+28|+25|+24|+26|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23)|20 feet, fly 60 feet|
|[Dread Wisp](https://2e.aonprd.com/Monsters.aspx?ID=1384)|[Wisp](https://2e.aonprd.com/MonsterFamilies.aspx?ID=210)|[Pathfinder #165: Eyes of Empty Death](https://2e.aonprd.com/Sources.aspx?ID=81) pg. 81|Uncommon|Small|CE|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|9|90 ( negative healing )|31|+14|+21|+18|+20|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|fly 50 feet|
|[Dread Wraith](https://2e.aonprd.com/Monsters.aspx?ID=865)|[Wraith](https://2e.aonprd.com/MonsterFamilies.aspx?ID=164)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 298<br><br>2.0|Common|Large|LE|[Incorporeal](https://2e.aonprd.com/Traits.aspx?ID=222), [Undead](https://2e.aonprd.com/Traits.aspx?ID=160), [Wraith](https://2e.aonprd.com/Traits.aspx?ID=260)|9|130 ( negative healing )|28|+16|+19|+21|+19|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [lifesense 60 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=21)|fly 60 feet|
|[Dreadsong Dancer](https://2e.aonprd.com/Monsters.aspx?ID=991)||[Pathfinder #158: Sixty Feet Under](https://2e.aonprd.com/Sources.aspx?ID=47) pg. 81|Rare|Medium|LE|[Fiend](https://2e.aonprd.com/Traits.aspx?ID=70), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|8|160|27|+13|+19|+16|+13|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet|
|[Dream Spider](https://2e.aonprd.com/Monsters.aspx?ID=813)|[Spider](https://2e.aonprd.com/MonsterFamilies.aspx?ID=94)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 249<br><br>2.0|Common|Small|N|[Animal](https://2e.aonprd.com/Traits.aspx?ID=9)|0|15|16|+5|+7|+4|+6|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), web sense|25 feet, climb 25 feet|
|[Dreamscraper](https://2e.aonprd.com/Monsters.aspx?ID=2500)||[Pathfinder #189: Dreamers of the Nameless Spires](https://2e.aonprd.com/Sources.aspx?ID=195) pg. 83|Uncommon|Large|NE|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1), [Dream](https://2e.aonprd.com/Traits.aspx?ID=299), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|7|115|24|+12|+18|+15|+15|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|20 feet, fly 40 feet; [_freedom of movement_](https://2e.aonprd.com/Spells.aspx?ID=128)|
|[Drelev Guard](https://2e.aonprd.com/Monsters.aspx?ID=2308)||[Kingmaker Adventure Path](https://2e.aonprd.com/Sources.aspx?ID=150) pg. 304|Uncommon|Medium|NE|[Human](https://2e.aonprd.com/Traits.aspx?ID=90), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|8|135|27|+18|+14|+16|+16||25 feet|
|[Drenchdead](https://2e.aonprd.com/Monsters.aspx?ID=1662)||[Pathfinder #172: Secrets of the Temple City](https://2e.aonprd.com/Sources.aspx?ID=102) pg. 81|Uncommon|Medium|NE|[Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159), [Undead](https://2e.aonprd.com/Traits.aspx?ID=160), [Water](https://2e.aonprd.com/Traits.aspx?ID=165)|12|230|32|+24|+21|+19|+21|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [wavesense](https://2e.aonprd.com/MonsterAbilities.aspx?ID=41) (precise) 60 feet|20 feet, swim 35 feet|
